facility_id,facility_name,client_id,client_name,region,tank_type,tank_seq,capacity_gallons,install_date,substance,component_code,component_desc,construction_desc,construction_comment,construction_detail,permit_status,tank_status,tank_age_years,install_year,is_single_wall,is_double_wall,is_fiberglass,wall_type,status_desc,is_underground
02-81622,MCKEES ROCKS IND ENTERPRISES,95749,MCKEES ROCKS IND ENTERPRISES INC,4500,UST,001,2000,NA,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),NA,R,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-81629,HARCHELROAD TRUCKING CO,168573,HARCHELROAD TRUCKING CO,4500,UST,002,1000,1957-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,68.99383983572895,1957,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-81629,HARCHELROAD TRUCKING CO,168573,HARCHELROAD TRUCKING CO,4500,UST,001,2000,1957-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,68.99383983572895,1957,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-81649,ALLEGHENY CNTY AIRPORT,90176,ALLEGHENY CNTY AIRPORT AUTH,4500,UST,002,3000,1981-01-01,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,44.993839835728956,1981,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-81778,NORTH VERSAILLES TWP ROAD DEPT,110487,NORTH VERSAILLES TWP ALLEGHENY CNTY,4500,UST,001,3000,1976-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,49.9958932238193,1976,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-81843,FIRST TRANSIT 55863,186913,FIRST TRANSIT INC,4500,UST,004,550,1988-05-01,Used Oil (all forms),1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),NA,W,37.66461327857632,1988,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-81843,FIRST TRANSIT 55863,186913,FIRST TRANSIT INC,4500,UST,005,2000,1988-05-01,New Motor Oil,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),NA,W,37.66461327857632,1988,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-81843,FIRST TRANSIT 55863,186913,FIRST TRANSIT INC,4500,UST,002,6000,1978-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,47.99452429842574,1978,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-81843,FIRST TRANSIT 55863,186913,FIRST TRANSIT INC,4500,UST,003,6000,1978-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,47.99452429842574,1978,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-81848,POPEYES MINI MART,245558,A & H DEVELOPMENT LLC,4500,UST,003,1000,1965-07-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,60.498288843258045,1965,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-81848,POPEYES MINI MART,245558,A & H DEVELOPMENT LLC,4500,UST,002,2000,1985-05-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,40.6652977412731,1985,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-81848,POPEYES MINI MART,245558,A & H DEVELOPMENT LLC,4500,UST,001,3000,1985-05-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,40.6652977412731,1985,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-81899,SISTERS OF CHARITY OF NAZARETH,168659,SISTERS OF CHARITY OF NAZARETH,4500,UST,002,1000,1972-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,53.9958932238193,1972,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-81899,SISTERS OF CHARITY OF NAZARETH,168659,SISTERS OF CHARITY OF NAZARETH,4500,UST,001,1500,1980-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,45.9958932238193,1980,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-81935,MCKEESPORT & VERSAILLES CEMETERY,168365,MCKEESPORT & VERSAILLES CEMETERY,4500,UST,002,550,1986-06-01,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,39.58110882956879,1986,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-81935,MCKEESPORT & VERSAILLES CEMETERY,168365,MCKEESPORT & VERSAILLES CEMETERY,4500,UST,001,550,1986-06-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,39.58110882956879,1986,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-81938,PGH WATER & SEW AUTH,74346,PGH WATER SEW AUTH,4500,UST,001,900,1969-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,56.993839835728956,1969,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-81939,PGH WATER & SEW AUTH BRUECKEN PUMP STA,74346,PGH WATER SEW AUTH,4500,UST,002,500,1979-01-01,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,46.99520876112252,1979,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-81939,PGH WATER & SEW AUTH BRUECKEN PUMP STA,74346,PGH WATER SEW AUTH,4500,UST,001,500,1979-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,46.99520876112252,1979,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-81940,PGH WATER & SEW AUTH,74346,PGH WATER SEW AUTH,4500,UST,002,500,NA,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-81940,PGH WATER & SEW AUTH,74346,PGH WATER SEW AUTH,4500,UST,001,500,NA,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-81957,AIRPORT HYUNDAI,168216,AIRPORT HYUNDAI,4500,UST,001,2000,1988-04-01,Gasoline,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),NA,W,37.74674880219028,1988,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-81958,MALLETS GATEWAY TERM,168181,MALLETS GATEWAY TERM INC,4500,UST,002,6000,1979-08-01,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,46.41478439425051,1979,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-81958,MALLETS GATEWAY TERM,168181,MALLETS GATEWAY TERM INC,4500,UST,001,6000,1979-08-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,46.41478439425051,1979,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-81967,MCKEAN CORP,168171,MCKEAN CORP,4500,UST,001,4000,1980-08-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,45.412731006160165,1980,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-81967,MCKEAN CORP,168171,MCKEAN CORP,4500,UST,002,4000,1980-08-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,45.412731006160165,1980,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-82070,H SNYDER STEEL CORP,169408,HARRY SNYDER,4500,UST,001,550,1981-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,44.993839835728956,1981,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-82074,CHILDRENS HOSP,268682,CHILDRENS HOSP OF PGH,4500,UST,001,4000,1985-01-01,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,P,40.993839835728956,1985,FALSE,FALSE,FALSE,Unknown/Other,P,TRUE
02-82189,ST BARNABAS NURSING HOME,78835,ST BARNABAS HEALTH SYS INC,4500,UST,002,500,1990-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,35.99452429842574,1990,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-82189,ST BARNABAS NURSING HOME,78835,ST BARNABAS HEALTH SYS INC,4500,UST,001,1000,NA,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-82257,WRIGHT IND,36214,WRIGHT IND,4500,UST,003,2500,1975-04-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,50.74880219028063,1975,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-82257,WRIGHT IND,36214,WRIGHT IND,4500,UST,002,2500,1975-04-01,Used Oil (all forms),1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,50.74880219028063,1975,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-82257,WRIGHT IND,36214,WRIGHT IND,4500,UST,001,5000,1975-04-01,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,50.74880219028063,1975,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-82264,MONTOUR HEIGHTS CC,42635,MONTOUR HEIGHTS CC,4500,UST,002,550,1975-04-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,50.74880219028063,1975,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-82264,MONTOUR HEIGHTS CC,42635,MONTOUR HEIGHTS CC,4500,UST,001,1000,1976-09-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,49.327857631759066,1976,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-82456,WRIGHT NISSAN,171287,WRIGHT NISSAN,4500,UST,003,550,1988-03-01,Used Oil (all forms),1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),APPR,R,37.831622176591374,1988,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-82456,WRIGHT NISSAN,171287,WRIGHT NISSAN,4500,UST,002,2000,1988-03-01,New Motor Oil,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),APPR,R,37.831622176591374,1988,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-82494,ROUTE 51 GULFMART,187294,ZSMF ENTERPRISES INC,4500,UST,004,8000,1980-01-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),APPR,R,45.9958932238193,1980,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-82494,ROUTE 51 GULFMART,187294,ZSMF ENTERPRISES INC,4500,UST,002,8000,1986-05-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),APPR,R,39.66598220396988,1986,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-82494,ROUTE 51 GULFMART,187294,ZSMF ENTERPRISES INC,4500,UST,003,8000,1986-05-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),APPR,R,39.66598220396988,1986,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-82513,1001 BRINTON RD,328821,ARSR BRINTON ROAD LLC,4500,UST,002,6000,1980-01-01,Diesel Fuel,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),APPR,R,45.9958932238193,1980,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-82515,UPMC MCKEESPORT,278307,UPMC,4500,UST,001,20000,1973-03-01,Diesel Fuel,1,TANK CONSTRUCTION,1O,NA,CATHODICALLY PROTECTED DOUBLE WALL STEEL (GALVANIC),NA,W,52.832306639288156,1973,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-82733,JRKS AIRPORT AUTO LUBE,171877,JRKS AIRPORT AUTO LUBE INC,4500,UST,001,1000,1988-02-01,New Motor Oil,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),NA,W,37.91101984941821,1988,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-82733,JRKS AIRPORT AUTO LUBE,171877,JRKS AIRPORT AUTO LUBE INC,4500,UST,002,3000,1988-02-01,New Motor Oil,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),NA,W,37.91101984941821,1988,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-82733,JRKS AIRPORT AUTO LUBE,171877,JRKS AIRPORT AUTO LUBE INC,4500,UST,003,3000,1988-02-01,New Motor Oil,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),NA,W,37.91101984941821,1988,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-82733,JRKS AIRPORT AUTO LUBE,171877,JRKS AIRPORT AUTO LUBE INC,4500,UST,004,3000,1988-02-01,New Motor Oil,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),NA,W,37.91101984941821,1988,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-82733,JRKS AIRPORT AUTO LUBE,171877,JRKS AIRPORT AUTO LUBE INC,4500,UST,005,4000,1988-02-01,Used Oil (all forms),1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),NA,W,37.91101984941821,1988,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-82946,BREYAK KUTCHKO NURSERY,177002,BREYAK KUTCHKO NURSERY INC,4500,UST,001,4000,1976-11-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,49.16084873374401,1976,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-83026,SHEETZ 190,36334,SHEETZ INC,4500,UST,007,12000,2016-07-15,Diesel Fuel,1,TANK CONSTRUCTION,1G,NA,STEEL W/PLASTIC OR FIBERGLASS JACKET (DOUBLE WALL),WITHD,R,9.45927446954141,2016,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-83026,SHEETZ 190,36334,SHEETZ INC,4500,UST,005,12000,2016-07-15,Gasoline,1,TANK CONSTRUCTION,1G,NA,STEEL W/PLASTIC OR FIBERGLASS JACKET (DOUBLE WALL),WITHD,R,9.45927446954141,2016,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-83026,SHEETZ 190,36334,SHEETZ INC,4500,UST,006,12000,2016-07-15,Gasoline,1,TANK CONSTRUCTION,1G,NA,STEEL W/PLASTIC OR FIBERGLASS JACKET (DOUBLE WALL),WITHD,R,9.45927446954141,2016,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-83336,ROBINSON RUN CEMETERY,179183,ROBINSON RUN CEMETERY,4500,UST,002,500,1973-09-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,52.328542094455855,1973,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-83336,ROBINSON RUN CEMETERY,179183,ROBINSON RUN CEMETERY,4500,UST,001,1000,1971-04-01,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,54.74880219028063,1971,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
02-83585,PNC BANK HANGAR,163437,PNC BANK FAC MGMT,4500,UST,001,1500,1985-05-05,Diesel Fuel,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),NA,R,40.65434633812457,1985,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-83687,HARTWOOD ACRES,111412,ALLEGHENY CNTY PUBLIC WORKS DEPT,4500,UST,002,500,1987-06-06,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,38.56810403832991,1987,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-83687,HARTWOOD ACRES,111412,ALLEGHENY CNTY PUBLIC WORKS DEPT,4500,UST,001,500,1987-06-06,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,38.56810403832991,1987,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
02-98290,LIFETIME AUTOWORKS,375159,LIFETIME AUTOWORKS,4500,UST,001,500,NA,Used Oil (all forms),1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),WITHH,R,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
03-01548,WAYNE TWP MAINT BLDG,65675,WAYNE TWP ARMSTRONG CNTY,4600,UST,002,550,NA,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
03-01548,WAYNE TWP MAINT BLDG,65675,WAYNE TWP ARMSTRONG CNTY,4600,UST,001,550,NA,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
03-03881,PARMAR 207,226036,SPC REALTY COMPANY,4600,UST,001,4000,1972-07-08,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,53.478439425051334,1972,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
03-03881,PARMAR 207,226036,SPC REALTY COMPANY,4600,UST,004,4000,1977-05-01,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,48.6652977412731,1977,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
03-03881,PARMAR 207,226036,SPC REALTY COMPANY,4600,UST,003,4000,1979-06-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,46.58179329226557,1979,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
03-03881,PARMAR 207,226036,SPC REALTY COMPANY,4600,UST,002,4000,1986-07-08,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,39.4798083504449,1986,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
03-03890,MORRIS BROS AUTO,337330,MORRIS BROS AUTO LLC,4600,UST,004,4000,1980-07-01,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,45.497604380561256,1980,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
03-03890,MORRIS BROS AUTO,337330,MORRIS BROS AUTO LLC,4600,UST,003,4000,1980-07-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,45.497604380561256,1980,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
03-03890,MORRIS BROS AUTO,337330,MORRIS BROS AUTO LLC,4600,UST,001,6000,1982-06-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,43.58110882956879,1982,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
03-03890,MORRIS BROS AUTO,337330,MORRIS BROS AUTO LLC,4600,UST,002,6000,1982-06-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,43.58110882956879,1982,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
03-04499,ELDERTON AUTO REPAIR T & S ASSN,191011,TERRY R COCHRAN & OJ SNYDER,4600,UST,002,1000,1960-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,65.99589322381931,1960,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
03-04499,ELDERTON AUTO REPAIR T & S ASSN,191011,TERRY R COCHRAN & OJ SNYDER,4600,UST,003,1000,1960-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,65.99589322381931,1960,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
03-04499,ELDERTON AUTO REPAIR T & S ASSN,191011,TERRY R COCHRAN & OJ SNYDER,4600,UST,004,1000,1960-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,65.99589322381931,1960,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
03-04499,ELDERTON AUTO REPAIR T & S ASSN,191011,TERRY R COCHRAN & OJ SNYDER,4600,UST,005,1000,1960-01-01,Kerosene,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,65.99589322381931,1960,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
03-04499,ELDERTON AUTO REPAIR T & S ASSN,191011,TERRY R COCHRAN & OJ SNYDER,4600,UST,001,2000,1960-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,65.99589322381931,1960,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
03-06500,RED PAPRIKA FOODS,367949,RED PAPRIKA FOODS LLC,4600,UST,004,1000,1985-11-01,Diesel Fuel,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),NA,R,40.16153319644079,1985,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
03-06526,MCCANNA SVC STA,190582,STANLEY H MCCANNA,4600,UST,003,4000,NA,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,P,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,P,TRUE
03-06526,MCCANNA SVC STA,190582,STANLEY H MCCANNA,4600,UST,001,6000,1974-07-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),APPR,P,51.49897330595483,1974,FALSE,FALSE,FALSE,Unknown/Other,P,TRUE
03-06526,MCCANNA SVC STA,190582,STANLEY H MCCANNA,4600,UST,002,6000,1974-07-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),APPR,P,51.49897330595483,1974,FALSE,FALSE,FALSE,Unknown/Other,P,TRUE
03-07150,RUPERTS AUTO MACHINE,74096,RUPERTS AUTO MACH CO,4600,UST,004,5000,1980-08-01,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,45.412731006160165,1980,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
03-14572,BJS SVC,1539,BPC,4600,UST,001,6000,1980-06-01,Gasoline,1,TANK CONSTRUCTION,1I,NA,STEEL W/LINED INTERIOR,REVOK,R,45.57973990417522,1980,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
03-14572,BJS SVC,1539,BPC,4600,UST,002,6000,1980-06-01,Gasoline,1,TANK CONSTRUCTION,1I,NA,STEEL W/LINED INTERIOR,REVOK,R,45.57973990417522,1980,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
03-17342,DEVEREAUX MOTOR SALES,82092,DEVEREAUX MOTOR SALES INC,4600,UST,001,500,NA,Used Oil (all forms),1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
03-20479,PUTNEYVILLE STORE,185523,GEORGIA ANDERSON,4600,UST,001,1000,1983-07-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,42.49965776865161,1983,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
03-20479,PUTNEYVILLE STORE,185523,GEORGIA ANDERSON,4600,UST,002,1000,1983-07-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,42.49965776865161,1983,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
03-23792,KWIK FILL S 47,189857,UNITED REF CO OF PA,4600,UST,001,10000,1971-12-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,54.0807665982204,1971,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
03-23792,KWIK FILL S 47,189857,UNITED REF CO OF PA,4600,UST,002,10000,1971-12-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,54.0807665982204,1971,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
03-23792,KWIK FILL S 47,189857,UNITED REF CO OF PA,4600,UST,003,10000,1971-12-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,54.0807665982204,1971,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
03-24180,7 ELEVEN 40249,142881,7 ELEVEN INC,4600,UST,001,12000,1983-01-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),WITHD,R,42.99520876112252,1983,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
03-24180,7 ELEVEN 40249,142881,7 ELEVEN INC,4600,UST,002,12000,1983-01-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),WITHD,R,42.99520876112252,1983,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
03-24180,7 ELEVEN 40249,142881,7 ELEVEN INC,4600,UST,003,12000,1983-01-01,Gasoline,1,TANK CONSTRUCTION,1E,drone to 002,FIBERGLASS (SINGLE WALL),WITHD,R,42.99520876112252,1983,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
03-24734,CHUCKS STOP,191023,CHARLES J PETERS III,4600,UST,005,1000,1982-06-01,Kerosene,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,43.58110882956879,1982,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
03-24734,CHUCKS STOP,191023,CHARLES J PETERS III,4600,UST,006,1000,1982-06-01,Kerosene,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,43.58110882956879,1982,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
